,Unnamed: 0,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
0,0,2.0,6.0,,42.36413,-71.02991,2.0,1.2,1.0,1.5,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,0,0,17,26.0,1.0,0.0,4.96,5.0,5.0,4.96,4.85,4.88
1,1,11.0,14.0,,42.32844,-71.09581,2.0,1.0,1.0,1.0,3.0,90,3.0,5.0,1125.0,1125.0,3.0,1125.0,,20,50,80,132.0,10.0,0.0,4.81,4.88,4.95,4.89,4.56,4.76
2,2,11.0,14.0,,42.32802,-71.09387,4.0,1.0,0.0,2.0,3.0,730,3.0,5.0,730.0,730.0,3.0,730.0,,22,52,82,135.0,8.0,0.0,4.81,4.83,4.91,4.95,4.53,4.72
3,3,8.0,32.0,,42.35867,-71.06307,2.0,1.0,1.0,2.0,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,0,0,0,29.0,1.0,0.0,4.69,4.69,4.93,4.97,4.97,4.59
4,4,22.0,29.0,,42.35173,-71.08685,3.0,1.0,0.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,29,59,89,9.0,0.0,0.0,4.33,4.44,4.9,4.9,5.0,4.67
5,5,22.0,29.0,,42.35061,-71.08787,2.0,1.0,0.0,1.0,32.0,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,0,0,0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.8
6,6,22.0,29.0,,42.36377,-71.05206,2.0,1.2,1.3,1.5,32.0,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,29,59,89,1.0,1.0,0.0,4.8,5.0,4.9,5.0,5.0,4.0
7,7,39.0,75.0,,42.32212,-71.06096,7.0,1.0,3.0,3.0,30.0,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,6,6,6,52.0,0.0,0.0,4.31,4.5,4.9,4.9,4.24,4.48
8,8,1.0,4.0,,42.37754,-71.06642,2.0,1.0,1.0,1.0,2.0,28,2.0,2.0,28.0,28.0,2.0,28.0,,2,2,2,103.0,2.0,0.0,4.97,4.96,5.0,4.97,4.81,4.94
9,9,1.0,1.0,,42.31347,-71.11082,2.0,1.5,1.0,1.0,29.0,120,21.0,29.0,120.0,120.0,28.7,120.0,,19,49,79,102.0,4.0,1.0,4.98,4.95,4.97,4.94,4.93,4.93
10,10,1.0,3.0,,42.37424,-71.06081,3.0,1.0,1.0,1.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,30,60,90,141.0,4.0,0.0,4.66,4.68,4.75,4.71,4.83,4.53
11,11,8.0,8.0,,42.29871,-71.05954,2.0,1.5,3.0,3.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,30,60,90,23.0,1.0,0.0,4.45,4.53,4.72,4.71,4.26,4.51
12,12,5.0,6.0,,42.32546,-71.08894,1.0,1.0,1.0,1.0,29.0,120,29.0,29.0,120.0,120.0,29.0,120.0,,29,42,42,23.0,1.0,0.0,4.73,4.65,4.87,4.91,4.8,4.63
13,13,8.0,32.0,,42.35689,-71.06206,3.0,1.0,1.0,2.0,13.6,260,12.7,13.1,260.0,260.0,14.5,260.0,,0,0,0,49.0,1.0,0.0,4.84,4.85,4.9,4.94,4.98,4.81
14,14,5.0,6.0,,42.32546,-71.08894,3.0,1.0,2.0,2.0,29.0,180,29.0,29.0,180.0,180.0,29.0,180.0,,23,53,83,118.0,0.0,0.0,4.75,4.78,4.88,4.96,4.22,4.66
15,15,1.0,2.0,,42.37865,-71.06373,2.0,1.0,1.0,1.0,29.0,730,29.0,29.0,730.0,730.0,29.0,730.0,,30,60,90,71.0,0.0,0.0,4.36,4.52,4.9,4.9,4.73,4.39
16,16,8.0,8.0,,42.29871,-71.05954,2.0,1.5,0.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,29,59,89,23.0,4.0,0.0,4.41,4.49,4.58,4.62,4.8,4.42
17,17,11.0,14.0,,42.32806,-71.09423,6.0,1.0,2.0,3.0,3.0,365,3.0,5.0,365.0,365.0,3.0,365.0,,19,49,79,23.0,22.0,1.0,4.7,4.84,4.89,4.9,4.45,4.66
18,18,8.0,8.0,,42.29871,-71.05954,2.0,1.0,1.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,27,48,48,110.0,1.0,0.0,4.44,4.51,4.9,4.9,4.8,4.35
19,19,8.0,8.0,,42.29871,-71.05954,2.0,2.0,2.0,2.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,0,0,0,65.0,1.0,0.0,4.5,4.51,4.68,4.57,4.25,4.48
20,20,11.0,19.0,,42.37823,-71.06778,4.0,1.0,1.0,1.0,13.6,1000,12.7,13.1,1000.0,1000.0,14.5,1000.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
21,21,1.0,2.0,,42.31331,-71.12061,1.0,1.0,1.0,1.0,30.0,90,30.0,30.0,90.0,90.0,30.0,90.0,,8,8,35,62.0,5.0,1.0,4.97,4.95,5.0,4.98,4.9,4.93
22,22,2.0,4.0,,42.31533,-71.11025,2.0,1.0,1.0,1.0,3.0,150,3.0,3.0,150.0,150.0,3.0,150.0,,16,29,42,23.0,7.4,2.0,4.89,4.93,4.96,4.96,4.91,4.8
23,23,8.0,8.0,,42.29871,-71.05954,2.0,1.5,3.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,29,59,89,23.0,2.0,0.0,4.45,4.61,4.63,4.62,4.24,4.45
24,24,1.0,1.0,,42.31685,-71.10867,2.0,1.0,0.0,1.0,3.0,60,3.0,3.0,60.0,60.0,3.0,60.0,,23,39,57,23.0,22.0,0.0,4.89,4.93,4.93,4.94,4.92,4.83
25,25,1.0,1.0,,42.36614,-71.05226,3.0,1.0,1.0,1.0,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,9,23.0,23.0,0.0,4.93,4.92,4.95,4.99,4.98,4.84
26,26,2.0,2.0,,42.33255,-71.04125,4.0,1.0,2.0,2.0,2.0,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,30,57,80,23.0,7.4,2.0,4.85,4.89,4.95,4.95,4.84,4.72
27,27,1.0,3.0,,42.33583,-71.05271,4.0,1.0,2.0,2.0,3.0,150,3.0,3.0,150.0,150.0,3.0,150.0,,28,58,88,67.0,14.0,1.0,4.58,4.37,4.7,4.85,4.39,4.31
28,28,8.0,8.0,,42.29871,-71.05954,4.0,2.0,2.0,3.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,25,55,85,121.0,1.0,0.0,4.36,4.66,4.65,4.63,4.8,4.34
29,29,8.0,8.0,,42.29871,-71.05954,1.0,0.5,1.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,0,0,0,101.0,32.0,1.0,4.6,4.54,4.74,4.71,4.25,4.51
30,30,1.0,1.0,,42.31658,-71.11012,2.0,1.0,1.0,1.0,5.0,90,5.0,5.0,90.0,90.0,5.0,90.0,,18,34,64,23.0,24.0,0.0,4.84,4.83,4.97,4.97,4.87,4.84
31,31,1.0,4.0,,42.31062,-71.1176,2.0,1.2,1.3,1.5,13.6,120,12.7,13.1,120.0,120.0,14.5,120.0,,0,0,0,16.0,0.0,0.0,4.93,4.81,4.75,5.0,4.94,4.75
32,32,1.0,1.0,,42.34914,-71.06781,2.0,1.2,1.0,1.5,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,0,0,0,8.0,0.0,0.0,5.0,4.75,4.9,4.9,5.0,4.75
33,33,39.0,75.0,,42.31368,-71.0612,2.8,2.0,1.3,1.5,30.0,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,0,0,0,65.0,0.0,0.0,4.4,4.67,4.8,4.59,4.54,4.59
34,34,39.0,75.0,,42.32212,-71.06096,5.0,1.0,2.0,2.0,30.0,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,6,36,66,63.0,1.0,0.0,4.67,4.84,4.9,4.9,4.46,4.72
35,35,39.0,75.0,,42.32212,-71.06095,5.0,1.0,3.0,2.0,30.0,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,0,0,7,58.0,0.0,0.0,4.43,4.64,4.66,4.9,4.29,4.52
36,36,1.0,2.0,,42.34096,-71.14647,2.0,1.2,1.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,11.0,0.0,0.0,5.0,5.0,5.0,5.0,4.82,5.0
37,37,39.0,75.0,,42.29061,-71.15293,3.0,1.0,2.0,1.0,30.0,180,30.0,30.0,180.0,180.0,30.0,180.0,,23,53,83,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
38,38,39.0,75.0,,42.29192,-71.15407,5.0,1.0,3.0,3.0,30.0,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,30,60,90,43.0,0.0,0.0,4.56,4.63,4.6,4.9,4.58,4.44
39,39,18.0,21.0,,42.37579,-71.04981,6.0,1.0,1.0,1.5,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,21,51,81,123.0,27.0,1.0,4.81,4.85,4.79,4.87,4.85,4.63
40,40,1.0,2.0,,42.377338,-71.063095,2.0,1.0,1.0,1.0,3.0,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,0,23.0,8.0,0.0,4.79,4.79,4.98,4.97,4.86,4.74
41,41,1.0,1.0,,42.33451,-71.04983,1.0,1.0,1.0,1.0,2.0,7,2.0,2.0,7.0,7.0,2.0,7.0,,23,53,83,8.0,0.0,0.0,5.0,5.0,5.0,5.0,4.88,4.75
42,42,2.0,2.0,,42.37826919555664,-71.06332397460938,4.0,1.0,1.0,2.0,2.0,60,2.0,2.0,60.0,60.0,2.0,60.0,,17,29,29,23.0,44.0,1.0,4.91,4.95,4.98,4.97,4.88,4.85
43,43,2.0,3.0,,42.30702,-71.11283,2.8,1.2,1.3,1.5,4.0,30,3.0,4.0,1125.0,1125.0,3.8,1125.0,,0,0,0,87.0,10.0,1.0,4.85,4.78,4.98,4.97,4.69,4.55
44,44,6.0,7.0,,42.30733,-71.11129,1.0,1.0,1.0,1.0,2.0,31,2.0,2.0,1125.0,1125.0,2.0,1125.0,,18,48,78,23.0,33.0,1.0,4.89,4.9,4.96,4.97,4.93,4.83
45,45,1.0,1.0,,42.28573,-71.12334,2.0,1.0,1.0,2.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,30,60,90,23.0,0.0,0.0,4.82,4.91,4.91,4.91,4.68,4.85
46,46,11.0,14.0,,42.32795,-71.09412,4.0,1.0,0.0,1.0,3.0,90,3.0,5.0,90.0,90.0,3.0,90.0,,26,36,56,74.0,7.0,0.0,4.85,4.91,4.86,4.8,4.48,4.78
47,47,2.0,2.0,,42.3558,-71.06104,4.0,2.0,1.0,2.0,2.0,1125,1.0,4.0,1125.0,1125.0,2.0,1125.0,,8,25,53,23.0,7.4,0.3,4.96,4.99,4.99,5.0,4.84,4.84
48,48,2.0,3.0,,42.29038,-71.13919,2.8,2.0,3.0,1.5,6.0,1125,5.0,6.0,1125.0,1125.0,6.0,1125.0,,18,31,56,109.0,16.0,0.0,4.87,4.92,4.93,4.93,4.74,4.75
49,49,1.0,1.0,,42.344162,-71.070381,4.0,1.2,2.0,1.5,3.0,150,3.0,3.0,150.0,150.0,3.0,150.0,,0,0,0,25.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,4.96
50,50,2.0,2.0,,42.3665,-71.05296,4.0,1.0,1.0,2.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,30,60,73,23.0,1.0,0.0,4.7,4.83,4.82,4.85,4.92,4.72
51,51,2.0,3.0,,42.29017,-71.13169,2.0,1.5,1.0,1.0,29.0,1124,29.0,29.0,1124.0,1124.0,29.0,1124.0,,0,0,0,63.0,0.0,0.0,4.85,4.92,4.92,4.94,4.77,4.87
52,52,2.0,3.0,,42.29175,-71.14096,2.0,1.0,1.0,1.0,6.0,100,6.0,6.0,100.0,100.0,6.0,100.0,,29,42,61,104.0,8.0,0.0,4.9,4.95,4.92,4.86,4.71,4.86
53,53,4.0,4.0,,42.359764099121094,-71.06116485595703,4.0,1.0,1.0,2.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,30,60,90,61.0,0.0,0.0,4.76,4.79,4.69,4.82,4.8,4.66
54,54,8.0,8.0,,42.34308,-71.07316,2.0,1.0,0.0,1.0,2.0,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,30,60,71,86.0,8.0,1.0,4.85,4.8,4.9,4.91,4.95,4.56
55,55,2.0,3.0,,42.36194,-71.06256,3.0,1.2,1.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,8.0,0.0,0.0,4.25,4.8,4.88,4.75,5.0,4.25
56,56,2.0,4.0,,42.31653,-71.11049,2.0,1.0,1.0,1.0,3.0,180,3.0,3.0,180.0,180.0,3.0,180.0,,10,40,66,23.0,7.4,0.3,4.84,4.89,4.95,4.95,4.9,4.81
57,57,1.0,1.0,,42.34022,-71.075,2.0,1.2,1.3,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
58,58,1.0,9.0,,42.34475,-71.08204,1.0,1.0,1.0,1.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,29,59,89,117.0,0.0,0.0,4.63,4.63,4.82,4.84,4.98,4.6
59,59,1.0,1.0,,42.32031,-71.1129,2.8,2.0,1.3,1.5,2.0,1125,2.0,3.0,1125.0,1125.0,2.2,1125.0,,21,45,58,94.0,3.0,0.0,4.73,4.84,4.86,4.8,4.68,4.6
60,60,1.0,1.0,,42.36489,-71.05198,6.0,1.0,3.0,3.0,2.0,30,1.0,2.0,1125.0,1125.0,2.0,1125.0,,27,57,85,23.0,30.0,1.0,4.79,4.79,4.91,4.89,4.95,4.64
61,61,1.0,1.0,,42.35977,-71.06774,2.0,1.2,1.0,1.5,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,0,0,0,64.0,0.0,0.0,4.92,4.98,4.89,4.97,5.0,4.7
62,62,8.0,8.0,,42.34294,-71.07304,2.0,1.0,1.0,1.0,2.0,365,2.0,3.0,1125.0,1125.0,2.0,1125.0,,27,57,87,113.0,12.0,0.0,4.84,4.86,4.92,4.92,4.97,4.59
63,63,1.0,1.0,,42.35714,-71.06968,2.0,1.0,1.0,2.0,13.6,180,12.7,13.1,180.0,180.0,14.5,180.0,,23,53,83,23.0,0.0,0.0,4.45,4.91,4.83,4.83,5.0,4.39
64,64,2.0,7.0,,42.30907,-71.04674,4.0,1.2,2.0,1.5,2.0,45,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0,0,23.0,7.4,0.0,4.89,4.92,4.94,4.9,4.8,4.88
65,65,1.0,1.0,,42.346,-71.1399,4.0,1.0,2.0,1.0,4.0,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,,0,16,46,23.0,0.0,0.0,4.71,4.84,4.85,4.87,4.71,4.74
66,66,5.0,6.0,,42.32546,-71.08894,1.0,1.2,1.3,1.5,29.0,180,29.0,13.1,180.0,180.0,33.0,180.0,,23,53,83,46.0,0.0,0.0,4.83,4.87,4.93,4.89,4.2,4.71
67,67,5.0,6.0,,42.32546,-71.08894,1.0,1.0,1.0,1.0,29.0,180,29.0,29.0,180.0,180.0,29.0,180.0,,2,2,2,48.0,3.0,0.0,4.85,4.83,4.96,4.92,4.29,4.65
68,68,5.0,6.0,,42.32546,-71.08894,1.0,1.0,1.0,1.0,29.0,180,29.0,13.1,180.0,180.0,33.0,180.0,,8,8,8,30.0,4.0,1.0,4.9,4.73,4.93,4.83,4.3,4.7
69,69,2.0,7.0,,42.34164,-71.07964,4.0,1.2,2.0,2.0,28.0,365,20.0,28.0,365.0,365.0,26.9,365.0,,29,59,89,39.0,0.0,0.0,4.79,4.95,4.84,4.95,4.97,4.47
70,70,1.0,2.0,,42.38017,-71.06236,1.0,1.0,1.0,1.0,29.0,90,29.0,29.0,90.0,90.0,29.0,90.0,,15,31,61,118.0,4.0,1.0,4.72,4.81,4.79,4.81,4.71,4.64
71,71,2.0,7.0,,42.30856,-71.04646,3.0,1.2,1.0,1.5,1.0,21,1.0,1.0,21.0,21.0,1.0,21.0,,0,0,0,23.0,7.4,0.0,4.87,4.91,4.91,4.87,4.82,4.85
72,72,1.0,1.0,,42.37243,-71.06349,4.0,1.2,2.0,1.5,4.0,30,3.0,4.0,30.0,30.0,3.9,30.0,,0,0,0,69.0,0.0,0.0,4.99,4.96,4.97,5.0,5.0,4.94
73,73,4.0,6.0,,42.34873,-71.15693,2.0,1.0,1.0,1.0,2.0,21,2.0,3.0,21.0,21.0,2.0,21.0,,27,57,87,23.0,42.0,1.0,4.79,4.87,4.88,4.89,4.85,4.77
74,74,1.0,2.0,,42.34175,-71.08359,4.0,2.0,2.0,2.0,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,29,59,89,40.0,0.0,0.0,4.85,4.93,4.88,4.88,5.0,4.73
75,75,1.0,4.0,,42.34988,-71.06918,2.8,1.2,3.0,1.5,29.0,1124,29.0,29.0,1125.0,1125.0,29.0,1125.0,,0,0,0,23.0,4.0,0.0,4.98,4.99,4.94,4.98,4.96,4.86
76,76,3.0,7.0,,42.3256,-71.09413,1.0,2.0,1.0,1.0,31.0,60,11.0,31.0,60.0,60.0,29.1,60.0,,27,57,87,26.0,2.0,0.0,4.85,4.92,4.96,5.0,4.73,4.65
77,77,1.0,3.0,,42.33835,-71.0472,2.0,1.0,1.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,30,58,84,23.0,7.4,1.0,4.85,4.91,4.93,4.94,4.86,4.74
78,78,2.0,2.0,,42.28132,-71.13377,1.0,1.2,1.3,1.5,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,0,0,0,38.0,0.0,0.0,4.79,4.82,4.87,4.95,4.74,4.74
79,79,4.0,4.0,,42.32382,-71.09641,2.0,1.2,1.0,1.5,30.0,730,30.0,30.0,730.0,730.0,30.0,730.0,,11,11,11,23.0,2.0,0.0,4.84,4.91,4.88,4.79,4.54,4.79
80,80,2.0,2.0,,42.31293,-71.11527,4.0,1.0,2.0,3.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,13,43,73,23.0,30.0,1.0,4.91,4.91,4.94,4.95,4.93,4.84
81,81,2.0,7.0,,42.28639,-71.13199,2.0,1.5,1.0,1.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,22,52,82,12.0,2.0,0.0,4.92,4.91,4.91,4.92,4.75,4.83
82,82,2.0,7.0,,42.28447,-71.13301,4.0,1.0,2.0,2.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,28,58,88,44.0,0.0,0.0,4.61,4.86,4.95,4.79,4.56,4.65
83,83,1.0,1.0,,42.29009,-71.05762,2.0,1.0,1.0,1.0,1.0,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,,22,52,82,23.0,8.0,0.0,4.89,4.93,4.98,5.0,4.69,4.79
84,84,2.0,2.0,,42.28127,-71.13304,2.0,1.2,1.3,1.5,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,0,0,0,47.0,1.0,0.0,4.81,4.91,4.91,4.98,4.7,4.8
85,85,2.0,2.0,,42.34279,-71.0711,2.8,1.2,3.0,1.5,5.0,1125,4.0,5.0,1125.0,1125.0,5.0,1125.0,,18,48,78,54.0,4.0,0.0,4.96,4.94,4.92,4.96,4.98,4.73
86,86,7.0,9.0,,42.34981,-71.09476,1.0,1.0,2.0,1.0,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,27,57,87,2.0,0.0,0.0,4.8,4.5,4.9,4.9,5.0,4.7
87,87,1.0,1.0,,42.35985,-71.0717,4.0,1.2,2.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
88,88,1.0,1.0,,42.3079,-71.12378,6.0,1.2,3.0,1.5,13.6,250,12.7,13.1,250.0,250.0,14.5,250.0,,0,0,0,105.0,0.0,0.0,4.41,4.54,4.65,4.7,4.42,4.41
89,89,1.0,1.0,,42.30593,-71.10733,2.0,1.0,1.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,30,60,90,38.0,0.0,0.0,4.62,4.81,4.83,4.86,4.56,4.36
90,90,2.0,3.0,,42.34245,-71.15758,2.0,1.2,1.0,1.5,3.0,30,3.0,3.0,1125.0,1125.0,3.0,1125.0,,28,43,66,23.0,30.0,1.0,4.69,4.74,4.88,4.77,4.72,4.68
91,91,8.0,10.0,,42.3358,-71.04948,6.0,2.0,2.0,1.5,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,29,59,89,22.0,2.0,0.0,4.86,4.86,4.91,4.95,4.95,4.64
92,92,8.0,10.0,,42.33375,-71.04767,3.0,1.0,1.0,1.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,30,60,90,85.0,0.0,0.0,4.73,4.82,4.96,4.99,4.79,4.73
93,93,1.0,1.0,,42.3504,-71.08891,2.0,1.2,1.3,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,32.0,0.0,0.0,4.31,4.59,4.84,5.0,4.97,4.47
94,94,1.0,1.0,,42.35771,-71.06978,2.0,1.0,0.0,1.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,19,21,36,128.0,7.0,1.0,4.84,4.85,4.91,4.92,4.99,4.68
95,95,1.0,2.0,,42.3559,-71.05998,6.0,1.2,2.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,7.0,0.0,0.0,4.86,4.86,4.71,4.86,5.0,4.57
96,96,1.0,1.0,,42.34995,-71.13427,2.0,1.0,1.0,1.0,30.0,90,30.0,30.0,90.0,90.0,30.0,90.0,,22,24,51,55.0,3.0,0.0,4.84,4.84,4.91,4.95,4.8,4.7
97,97,8.0,8.0,,42.342121,-71.075073,2.0,1.0,1.0,1.0,3.0,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,,11,22,52,91.0,14.0,0.0,4.81,4.76,4.91,4.88,4.95,4.62
98,98,20.0,53.0,,42.34877,-71.08418,5.0,2.0,2.0,2.0,10.0,365,4.0,10.0,1125.0,1125.0,8.9,1125.0,,23,53,78,23.0,21.0,1.0,4.97,4.98,4.98,5.0,4.98,4.76
99,99,11.0,11.0,,42.34125,-71.07604,4.0,1.0,1.0,1.0,33.0,1125,33.0,33.0,1125.0,1125.0,33.0,1125.0,,30,60,90,80.0,2.0,0.0,4.78,4.9,4.95,4.91,4.86,4.76
100,100,1.0,2.0,,42.31146,-71.11947,2.0,1.0,1.0,2.0,2.0,14,2.0,2.0,14.0,14.0,2.0,14.0,,21,51,81,23.0,15.0,0.0,4.96,4.94,4.95,4.97,4.96,4.89
101,101,3.0,6.0,,42.34391,-71.15628,2.0,1.2,1.0,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,18,22,22,10.0,1.0,0.0,4.9,4.8,4.9,4.8,4.9,4.9
102,102,3.0,4.0,,42.34568,-71.07169,2.0,1.2,1.0,1.5,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,0,0,0,23.0,0.0,0.0,4.86,4.94,4.97,4.98,4.98,4.77
103,103,2.0,13.0,,42.35702,-71.06168,2.0,1.0,1.0,1.0,13.6,1124,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,36.0,0.0,0.0,4.67,4.72,4.78,4.78,5.0,4.69
104,104,8.0,8.0,,42.34309,-71.07316,2.0,1.0,0.0,0.0,2.0,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,16,16,16,89.0,12.0,0.0,4.83,4.88,4.91,4.88,4.99,4.56
105,105,3.0,6.0,,42.34272,-71.15672,2.0,1.0,1.0,1.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,18.0,0.0,0.0,4.83,4.83,4.94,4.94,4.78,4.61
106,106,1.0,2.0,,42.35429,-71.13251,2.0,1.2,1.3,1.5,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,12.0,0.0,0.0,4.25,4.75,4.9,4.67,4.83,4.5
107,107,1.0,2.0,,42.34492,-71.08482,4.0,1.0,1.0,2.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,30,60,90,74.0,0.0,0.0,4.61,4.74,4.75,4.82,4.86,4.63
108,108,1.0,1.0,,42.34868,-71.07043,2.0,1.2,2.0,1.5,29.0,30,29.0,29.0,30.0,30.0,29.0,30.0,,0,0,0,26.0,0.0,0.0,4.88,4.96,5.0,4.96,5.0,4.81
109,109,2.0,3.0,,42.35902,-71.06296,4.0,1.0,1.0,2.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,0,0,0,99.0,0.0,0.0,4.87,4.95,4.99,4.97,5.0,4.75
110,110,11.0,19.0,,42.38148,-71.06967,5.0,2.0,3.0,1.5,13.6,352,12.7,13.1,352.0,352.0,14.5,352.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
111,111,1.0,1.0,,42.3,-71.11766,2.8,1.5,1.3,1.5,2.0,365,2.0,4.0,365.0,365.0,2.1,365.0,,2,3,3,134.0,11.0,0.0,4.93,4.99,4.98,4.99,4.64,4.86
112,112,20.0,30.0,,42.3,-71.13256,4.0,1.0,2.0,2.0,29.0,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,0,0,0,38.0,1.0,0.0,4.5,4.57,4.82,4.97,4.47,4.63
113,113,27.0,30.0,,42.28814,-71.06889,1.0,1.0,1.0,1.0,30.0,365,30.0,30.0,365.0,365.0,30.0,365.0,,29,59,89,13.0,2.0,0.0,4.92,4.92,5.0,4.92,4.46,4.77
114,114,2.0,3.0,,42.28657,-71.13236,3.0,1.0,1.0,2.0,2.0,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,20,50,80,23.0,34.0,2.0,4.87,4.9,4.96,4.98,4.85,4.82
115,115,3.0,3.0,,42.31281,-71.06098,4.0,1.0,1.0,1.0,2.0,40,2.0,2.0,1125.0,1125.0,2.0,1125.0,,22,52,72,23.0,11.0,0.0,4.54,4.66,4.82,4.79,4.6,4.55
116,116,1.0,6.0,,42.34512,-71.06492,1.0,1.0,1.0,2.0,13.6,1125,12.7,13.1,1125.0,1125.0,14.5,1125.0,,29,59,89,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
117,117,6.0,14.0,,42.32811,-71.09157,2.0,1.0,1.0,2.0,2.0,110,1.0,2.0,1125.0,1125.0,2.0,1125.0,,12,38,49,23.0,7.4,1.0,4.93,4.95,4.96,4.96,4.65,4.84
118,118,5.0,6.0,,42.31907,-71.09252,3.0,1.0,0.0,2.0,31.0,730,31.0,31.0,730.0,730.0,31.0,730.0,,0,0,27,23.0,7.0,0.0,4.93,4.98,4.97,4.97,4.61,4.85
