,Unnamed: 0,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
4121,4121,102.0,161.0,,42.34846411717696,-71.07368367205152,2.0,1.0,1.0,1.0,4.0,730,28.0,28.0,730.0,730.0,28.0,730.0,,0,14,44,2.0,2.0,0.0,5.0,5.0,4.9,5.0,5.0,5.0
4122,4122,79.0,135.0,,42.3481447764416,-71.07183052943951,2.0,1.0,1.0,1.0,4.0,730,28.0,28.0,730.0,730.0,28.0,730.0,,0,14,44,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
4123,4123,2.0,3.0,,42.33097060767341,-71.04129226934899,2.0,1.0,1.0,1.0,1.0,365,1.0,3.0,365.0,365.0,2.1,365.0,,29,59,89,11.0,11.0,1.0,5.0,5.0,5.0,5.0,4.82,4.73
4124,4124,1.0,1.0,,42.28674926398643,-71.06844449366969,4.0,1.0,1.0,2.0,2.0,28,2.0,2.0,28.0,28.0,2.0,28.0,,15,42,66,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0
4125,4125,23.0,36.0,,42.34326317128834,-71.14953319667529,2.8,1.5,1.3,1.5,1.0,365,3.0,20.0,365.0,365.0,7.7,365.0,,0,0,0,11.0,11.0,0.0,5.0,5.0,5.0,5.0,4.91,4.82
4126,4126,9.0,9.0,,42.32268910801122,-71.05858087970618,3.0,1.2,1.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,24,54,81,8.0,8.0,2.0,5.0,5.0,5.0,4.88,4.88,5.0
4127,4127,23.0,36.0,,42.34287892242128,-71.15064968043978,2.0,1.0,1.0,1.0,1.0,365,2.0,29.0,365.0,365.0,18.9,365.0,,0,0,24,13.0,13.0,1.0,5.0,5.0,5.0,5.0,5.0,4.77
4128,4128,8.0,9.0,,42.35622096408918,-71.1329370141896,6.0,2.0,2.0,2.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,24,54,84,14.0,14.0,0.3,4.93,5.0,5.0,5.0,4.86,4.79
4129,4129,9.0,19.0,,42.35698,-71.07214,1.0,1.0,1.0,1.0,29.0,90,29.0,29.0,90.0,90.0,29.0,90.0,,0,19,49,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0
4130,4130,8.0,9.0,,42.35431,-71.13313,6.0,2.0,2.0,2.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,24,54,84,21.0,21.0,0.3,4.95,5.0,5.0,4.95,4.76,4.81
4131,4131,162.0,226.0,,42.353091195662614,-71.06358617722904,2.0,1.0,1.0,2.0,1.0,365,1.0,3.0,365.0,365.0,2.9,365.0,,25,54,84,9.0,9.0,0.0,4.67,4.44,5.0,4.89,4.67,4.22
4132,4132,2.0,4.0,,42.32621328012115,-71.08390574798175,4.0,1.0,2.0,2.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,30,60,90,5.0,5.0,0.0,4.6,4.8,4.9,4.8,4.2,4.7
4133,4133,1.0,1.0,,42.2740567,-71.1502902,5.0,1.0,3.0,1.5,2.0,365,3.0,3.0,365.0,365.0,3.0,365.0,,30,60,90,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
4134,4134,2.0,2.0,,42.36672,-71.03848,2.0,1.2,1.3,1.5,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,0,0,0,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4135,4135,3.0,3.0,,42.3253904,-71.0905324,5.0,1.0,2.0,3.0,1.0,365,1.0,5.0,365.0,365.0,1.0,365.0,,14,31,51,13.0,13.0,2.0,4.85,4.92,4.69,4.77,4.77,4.85
4136,4136,2.0,3.0,,42.28024449746761,-71.14150409806292,5.0,1.0,3.0,1.5,2.0,1125,1.0,3.0,1125.0,1125.0,3.0,1125.0,,22,52,79,8.0,8.0,1.0,5.0,5.0,5.0,5.0,5.0,4.75
4137,4137,61.0,63.0,,42.35495882582914,-71.13031211753744,2.0,1.0,1.0,1.0,30.0,365,2.0,30.0,365.0,365.0,29.0,365.0,,19,19,19,2.0,2.0,0.0,5.0,5.0,5.0,5.0,4.5,4.0
4138,4138,61.0,63.0,,42.3556051,-71.13121579999999,2.0,1.0,1.0,1.0,30.0,365,2.0,30.0,365.0,365.0,27.9,365.0,,0,0,18,9.0,9.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4139,4139,61.0,63.0,,42.3556051,-71.13121579999999,2.0,1.0,1.0,1.0,30.0,365,2.0,30.0,365.0,365.0,28.5,365.0,,18,18,18,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4140,4140,8.0,8.0,,42.3,-71.11842,2.8,1.0,1.3,1.5,30.0,180,30.0,30.0,180.0,180.0,30.0,180.0,,18,21,21,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
4141,4141,1.0,3.0,,42.33915,-71.07723,4.0,1.2,2.0,2.0,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,28,58,88,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4142,4142,2.0,3.0,,42.28370982885688,-71.11504110597,2.0,1.0,1.0,1.0,3.0,360,3.0,3.0,360.0,360.0,3.0,360.0,,13,43,73,6.0,6.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
4143,4143,2.0,4.0,,42.30218,-71.0624,2.0,1.0,1.0,1.0,1.0,28,1.0,1.0,28.0,28.0,1.0,28.0,,18,33,52,12.0,12.0,1.0,4.67,4.67,4.83,4.83,4.58,4.33
4144,4144,35.2,37.8,,42.33832,-71.10647,4.0,1.0,1.0,2.0,1.0,1125,1.0,1.0,1.0,1125.0,1.0,409.3,,17,44,70,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4145,4145,35.2,37.8,,42.33832,-71.10647,4.0,1.0,1.0,2.0,1.0,1125,1.0,1.0,1.0,1125.0,1.0,405.1,,17,47,72,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4146,4146,35.2,37.8,,42.33832,-71.10647,2.0,1.0,1.0,1.0,1.0,1125,1.0,1.0,1.0,1125.0,1.0,361.0,,17,47,77,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4147,4147,13.0,14.0,,42.31345,-71.0558,2.8,2.0,3.0,1.5,2.0,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,28,58,88,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
4148,4148,4.0,4.0,,42.3774429,-71.03858319999999,4.0,1.0,2.0,3.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,16,46,71,7.0,7.0,2.0,4.71,4.86,4.86,5.0,4.71,4.57
4149,4149,102.0,161.0,,42.34953239617085,-71.07388203712246,4.0,1.5,1.0,2.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,29,59,89,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
4150,4150,5.0,5.0,,42.354967214722016,-71.1,1.0,2.0,1.0,1.0,29.0,90,29.0,29.0,90.0,90.0,29.0,90.0,,9,39,69,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4151,4151,13.0,14.0,,42.31384,-71.05528,2.8,2.0,3.0,1.5,2.0,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,20,50,80,3.0,3.0,0.0,5.0,5.0,5.0,4.67,5.0,5.0
4152,4152,79.0,135.0,,42.34986411726403,-71.07307493552221,4.0,1.5,1.0,1.0,4.0,365,3.0,28.0,365.0,365.0,26.6,365.0,,14,14,32,2.0,2.0,0.0,4.8,4.5,4.9,4.9,4.8,4.5
4153,4153,13.0,14.0,,42.31178,-71.05682,2.8,2.0,3.0,1.5,2.0,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,30,60,90,4.0,4.0,0.0,4.8,4.8,4.9,4.9,4.75,4.25
4154,4154,1.0,1.0,,42.39078,-71.1,4.0,2.0,2.0,2.0,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4155,4155,30.0,73.0,,42.36541813212881,-71.05177217682787,2.0,1.0,0.0,1.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,25,25,37,6.0,6.0,0.0,5.0,4.83,5.0,4.83,5.0,5.0
4156,4156,162.0,226.0,,42.33815858020886,-71.0681314052187,4.0,2.0,2.0,2.0,1.0,365,1.0,4.0,365.0,365.0,3.8,365.0,,24,49,79,8.0,8.0,1.0,4.38,4.88,5.0,4.75,4.5,4.5
4157,4157,162.0,226.0,,42.33692,-71.06762,6.0,1.0,2.0,3.0,1.0,365,1.0,4.0,365.0,365.0,3.8,365.0,,16,46,76,7.0,7.0,1.0,4.29,4.8,4.71,4.57,4.8,4.0
4158,4158,162.0,226.0,,42.33647,-71.06956,4.0,1.5,2.0,2.0,1.0,365,1.0,4.0,365.0,365.0,3.8,365.0,,0,23,53,10.0,10.0,2.0,4.8,4.9,5.0,4.9,4.7,4.7
4159,4159,162.0,226.0,,42.337548192846974,-71.06954828935753,6.0,2.0,2.0,3.0,1.0,365,1.0,4.0,365.0,365.0,3.8,365.0,,17,47,77,7.0,7.0,2.0,4.86,4.86,5.0,5.0,4.57,4.71
4160,4160,162.0,226.0,,42.33816682275592,-71.06942323302363,6.0,2.0,2.0,3.0,1.0,365,1.0,4.0,365.0,365.0,3.8,365.0,,20,50,80,11.0,11.0,2.0,4.18,4.64,4.82,4.64,4.36,4.45
4161,4161,75.0,78.0,,42.35411048721918,-71.0630936948884,6.0,1.0,3.0,3.0,1.0,365,1.0,4.0,365.0,365.0,3.0,365.0,,23,53,83,10.0,10.0,2.0,4.6,4.8,4.8,4.8,4.6,4.5
4162,4162,13.0,14.0,,42.38642,-71.00639,2.0,1.0,1.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,11,36,65,15.0,15.0,0.3,5.0,5.0,5.0,4.93,4.8,4.87
4163,4163,33.0,42.0,,42.33058424827619,-71.10956327060156,2.0,1.2,1.0,1.0,30.0,365,30.0,30.0,365.0,365.0,30.0,365.0,,15,45,75,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
4164,4164,35.2,37.8,,42.364553063334746,-71.06429364318177,3.0,1.0,1.0,1.0,32.0,270,32.0,32.0,270.0,270.0,32.0,270.0,,27,57,87,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4165,4165,33.0,42.0,,42.332125154430905,-71.10887201902342,2.0,1.2,1.0,1.0,30.0,365,10.0,30.0,365.0,365.0,29.7,365.0,,17,47,77,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4166,4166,13.0,14.0,,42.32041,-71.1032,2.8,2.0,1.3,1.5,2.0,365,2.0,5.0,1125.0,1125.0,4.3,1125.0,,23,53,83,11.0,11.0,0.3,5.0,5.0,5.0,4.91,4.82,4.82
4167,4167,13.0,14.0,,42.32224,-71.10319,2.8,2.0,3.0,2.0,2.0,365,2.0,4.0,1125.0,1125.0,3.0,1125.0,,20,50,80,6.0,6.0,0.0,4.83,5.0,4.83,4.83,4.83,5.0
4168,4168,3.0,3.0,,42.38026,-71.0342,7.0,2.0,2.0,2.0,1.0,730,1.0,6.0,1125.0,1125.0,5.1,1125.0,,19,49,79,10.0,10.0,0.3,5.0,5.0,5.0,4.9,4.7,4.9
4169,4169,33.0,42.0,,42.33074439410338,-71.10950966961504,1.0,1.2,1.0,1.0,30.0,365,30.0,30.0,365.0,365.0,30.0,365.0,,26,26,45,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
4170,4170,33.0,42.0,,42.332646717787895,-71.11076586111461,2.0,1.2,1.0,1.0,30.0,365,30.0,30.0,365.0,365.0,30.0,365.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4171,4171,2.0,4.0,,42.3552735,-71.1,6.0,1.0,3.0,3.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,29,59,89,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4172,4172,1.0,2.0,,42.32791185726729,-71.09100272231069,6.0,1.0,3.0,1.5,2.0,28,2.0,2.0,28.0,28.0,2.0,28.0,,28,58,88,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
4173,4173,13.0,17.0,,42.38065,-71.03814,4.0,2.0,2.0,2.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4174,4174,24.0,49.0,,42.34939570407056,-71.09571994275538,4.0,1.0,1.0,3.0,3.0,365,1.0,3.0,365.0,365.0,2.2,365.0,,1,13,43,2.0,2.0,0.0,4.5,5.0,5.0,5.0,4.5,4.5
4175,4175,1.0,1.0,,42.341127512167205,-71.07742611984403,5.0,1.2,2.0,3.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,11,39,69,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4176,4176,162.0,226.0,,42.35622557695385,-71.06172991071236,4.0,1.0,2.0,3.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,7,26,56,9.0,9.0,1.0,4.89,4.89,4.67,4.89,4.89,4.78
4177,4177,162.0,226.0,,42.3547,-71.06097,2.0,1.0,0.0,1.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,27,57,87,4.0,4.0,0.0,4.25,5.0,4.9,4.9,4.5,4.25
4178,4178,162.0,226.0,,42.35517798475404,-71.06169395947049,2.0,1.0,0.0,1.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,19,49,79,8.0,8.0,0.0,4.8,4.88,4.9,4.9,4.88,4.38
4179,4179,162.0,226.0,,42.35445054160439,-71.06133907223162,2.0,1.0,0.0,1.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,19,19,47,6.0,6.0,0.0,4.83,5.0,4.83,4.9,4.67,4.83
4180,4180,3.0,3.0,,42.33347,-71.03959,2.0,1.0,1.0,1.0,29.0,90,29.0,29.0,90.0,90.0,29.0,90.0,,27,57,87,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4181,4181,13.0,14.0,,42.31435,-71.05814,2.8,2.0,1.3,1.5,2.0,365,2.0,4.0,1125.0,1125.0,2.0,1125.0,,25,49,75,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.8,5.0
4182,4182,2.0,2.0,,42.37670268648397,-71.0351585203212,2.8,1.0,3.0,1.5,2.0,365,2.0,5.0,1125.0,1125.0,2.6,1125.0,,21,51,81,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
4183,4183,75.0,78.0,,42.34948440077608,-71.0949444889388,2.0,1.0,1.0,1.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,30,60,90,6.0,6.0,0.0,4.83,4.67,4.83,4.83,4.67,4.5
4184,4184,61.0,63.0,,42.3556051,-71.13121579999999,2.0,1.0,1.0,1.0,2.0,365,2.0,30.0,365.0,365.0,12.4,365.0,,30,60,90,4.0,4.0,0.3,4.8,4.8,4.9,4.9,4.8,4.7
4185,4185,82.0,115.0,,42.33631271024674,-71.04591405138864,2.0,1.2,1.0,1.5,1.0,365,1.0,7.0,365.0,365.0,5.1,365.0,,0,0,0,9.0,9.0,2.0,4.33,4.44,4.9,4.67,4.56,4.44
4186,4186,19.0,19.0,,42.33421214680135,-71.10553634445374,1.0,1.2,1.3,1.5,2.0,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,,6,36,60,3.0,3.0,1.0,5.0,5.0,5.0,5.0,4.67,5.0
4187,4187,19.0,19.0,,42.33369,-71.1071,2.0,1.0,0.0,1.0,2.0,30,1.0,2.0,1125.0,1125.0,2.0,1125.0,,8,8,10,5.0,5.0,2.0,4.8,5.0,5.0,5.0,5.0,4.8
4188,4188,92.0,99.0,,42.31048,-71.08924,4.0,1.0,1.0,1.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4189,4189,92.0,99.0,,42.311984493268305,-71.08908670556116,1.0,1.0,1.0,1.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,30,60,90,2.0,2.0,0.0,4.5,4.5,5.0,5.0,4.5,4.5
4190,4190,1.0,1.0,,42.364477795015496,-71.06395579262441,2.0,1.0,1.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,30,60,89,3.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
4191,4191,1.0,2.0,,42.29410437151462,-71.0651422234463,2.0,1.0,1.0,1.0,2.0,7,2.0,2.0,7.0,7.0,2.0,7.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4192,4192,11.0,11.0,,42.30354975166852,-71.06459543162167,2.0,1.2,1.3,1.5,1.0,30,1.0,1.0,30.0,30.0,1.0,30.0,,26,56,86,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4193,4193,2.0,6.0,,42.35029197578436,-71.08824235240847,4.0,2.0,2.0,2.0,1.0,365,1.0,4.0,365.0,365.0,3.0,365.0,,25,55,85,3.0,3.0,1.0,4.67,5.0,5.0,5.0,5.0,5.0
4194,4194,21.0,23.0,,42.34512593370852,-71.0809787026459,2.0,1.0,1.0,1.0,1.0,365,1.0,3.0,365.0,365.0,1.4,365.0,,27,54,65,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
4195,4195,22.0,22.0,,42.34828158675335,-71.14711118275164,6.0,1.0,2.0,1.5,29.0,365,1.0,3.0,365.0,365.0,2.6,365.0,,18,48,78,6.0,6.0,2.0,4.83,4.83,4.9,4.83,5.0,4.83
4196,4196,1.0,1.0,,42.309113,-71.04595909999999,4.0,1.0,2.0,2.0,2.0,21,2.0,2.0,21.0,21.0,2.0,21.0,,29,59,89,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
4197,4197,4.0,4.0,,42.31278,-71.08685,1.0,1.0,1.0,1.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,29,59,89,6.0,6.0,0.0,5.0,4.83,4.83,5.0,4.67,5.0
4198,4198,22.0,22.0,,42.34794,-71.14484,4.0,1.0,1.0,2.0,29.0,365,1.0,3.0,365.0,365.0,2.6,365.0,,19,49,79,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
4199,4199,3.0,3.0,,42.33828,-71.07609,4.0,1.5,2.0,2.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,17,41,63,5.0,5.0,0.0,4.8,5.0,4.6,5.0,5.0,4.4
4200,4200,2.0,4.0,,42.3550474,-71.0622106,2.0,1.0,1.0,1.0,1.0,365,1.0,4.0,365.0,365.0,1.9,365.0,,29,59,89,3.0,3.0,1.0,4.8,4.8,4.9,4.9,5.0,4.7
4201,4201,2.0,4.0,,42.355056736770834,-71.06221200170934,2.0,1.0,1.0,1.0,3.0,180,1.0,4.0,180.0,180.0,1.9,180.0,,29,59,89,1.0,1.0,0.0,4.8,5.0,5.0,5.0,5.0,5.0
4202,4202,17.0,17.0,,42.3483657,-71.0698862,2.0,1.0,1.0,1.0,3.0,180,1.0,4.0,180.0,180.0,1.8,180.0,,29,56,86,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4203,4203,17.0,17.0,,42.3484186,-71.0698384,1.0,1.0,1.0,1.0,3.0,365,1.0,4.0,365.0,365.0,1.8,365.0,,17,17,21,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4204,4204,17.0,17.0,,42.3483308,-71.0698714,2.0,1.0,1.0,1.0,3.0,365,1.0,4.0,365.0,365.0,1.8,365.0,,12,28,58,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
4205,4205,17.0,17.0,,42.348419,-71.069916,2.0,1.0,1.0,1.0,2.0,500,1.0,4.0,500.0,500.0,1.8,500.0,,30,60,90,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
4206,4206,17.0,17.0,,42.3484037,-71.0697483,1.0,1.0,0.0,1.0,1.0,180,1.0,4.0,180.0,180.0,1.8,180.0,,7,7,26,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
4207,4207,33.0,42.0,,42.33253,-71.10876,2.0,2.0,1.0,1.0,30.0,365,30.0,30.0,365.0,365.0,30.0,365.0,,21,21,21,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4208,4208,4.0,4.0,,42.31126,-71.08744,1.0,1.0,1.0,1.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,30,60,90,5.0,5.0,1.0,5.0,4.8,4.8,5.0,4.6,5.0
4209,4209,4.0,4.0,,42.31126572676237,-71.08754164996114,1.0,1.0,1.0,1.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,29,59,89,2.0,2.0,0.0,5.0,5.0,5.0,5.0,4.5,5.0
4210,4210,1.0,2.0,,42.28127928521936,-71.12624786306807,6.0,1.0,3.0,1.5,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,17,43,73,5.0,5.0,0.3,4.4,4.8,5.0,5.0,5.0,4.4
4211,4211,129.0,131.0,,42.35861,-71.06574,2.0,1.0,0.0,1.0,1.0,365,1.0,7.0,365.0,365.0,3.2,365.0,,8,12,31,7.0,7.0,2.0,4.71,4.71,4.71,4.71,5.0,4.43
4212,4212,8.0,8.0,,42.3,-71.1,2.0,1.0,1.0,1.0,13.6,365,12.7,13.1,365.0,365.0,14.5,365.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4213,4213,1.0,1.0,,42.3184274,-71.07119999999999,3.0,1.0,3.0,3.0,2.0,365,2.0,2.0,365.0,365.0,2.0,365.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4214,4214,33.0,42.0,,42.33263,-71.11022,2.0,1.2,1.0,1.0,30.0,365,30.0,30.0,365.0,365.0,30.0,365.0,,30,60,90,1.0,1.0,0.0,5.0,4.8,5.0,5.0,4.8,5.0
4215,4215,39.0,75.0,,42.31906,-71.06312,2.0,1.0,1.0,1.0,30.0,365,30.0,30.0,365.0,365.0,30.0,365.0,,28,58,88,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4216,4216,39.0,75.0,,42.31720160414786,-71.06296150660422,1.0,1.0,1.0,1.0,30.0,365,30.0,30.0,365.0,365.0,30.0,365.0,,28,58,88,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4217,4217,39.0,75.0,,42.31901946004318,-71.06107373250477,1.0,1.0,1.0,1.0,30.0,365,30.0,30.0,365.0,365.0,30.0,365.0,,28,58,88,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4218,4218,39.0,75.0,,42.31912,-71.06306,2.0,1.0,1.0,1.0,31.0,365,31.0,31.0,365.0,365.0,31.0,365.0,,14,44,74,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4219,4219,39.0,75.0,,42.31756,-71.06269,1.0,1.0,1.0,1.0,30.0,180,30.0,30.0,180.0,180.0,30.0,180.0,,14,44,74,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4220,4220,22.0,25.0,,42.31001,-71.04775,6.0,1.0,2.0,3.0,4.0,1125,2.0,29.0,1125.0,1125.0,28.1,1125.0,,30,60,90,1.0,1.0,1.0,4.8,5.0,4.9,5.0,5.0,4.0
4221,4221,15.0,57.0,,42.3436620175592,-71.08224215169605,2.0,1.0,0.0,1.0,1.0,365,1.0,4.0,365.0,365.0,3.0,365.0,,8,27,57,2.0,2.0,0.0,4.8,4.8,4.9,5.0,4.5,4.7
4222,4222,34.0,40.0,,42.3504464,-71.06818659999999,6.0,2.0,2.0,1.5,3.0,365,1.0,7.0,365.0,365.0,2.7,365.0,,17,47,77,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0
4223,4223,34.0,40.0,,42.34954,-71.06928,6.0,2.0,2.0,1.5,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,1,31,61,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
4224,4224,35.2,37.8,,42.3626015819632,-71.0643040982807,3.0,1.0,1.0,1.0,32.0,270,32.0,32.0,270.0,270.0,32.0,270.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4225,4225,130.0,37.8,,42.3094211,-71.1026608,2.8,1.2,1.3,1.5,30.0,1125,2.0,30.0,1125.0,1125.0,9.4,1125.0,,12,30,60,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4226,4226,130.0,37.8,,42.3094211,-71.1026608,2.8,1.2,1.3,1.5,30.0,1125,2.0,30.0,1125.0,1125.0,7.5,1125.0,,13,31,61,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4227,4227,13.0,15.0,,42.3672634551381,-71.0536603054682,2.0,1.0,1.0,1.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,0,0,0,3.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
4228,4228,100.0,143.0,,42.34681124201301,-71.10237851718634,6.0,2.0,2.0,1.5,5.0,365,3.0,5.0,365.0,365.0,5.0,365.0,,17,33,63,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4229,4229,102.0,161.0,,42.35289724925304,-71.08083884125622,5.0,1.0,2.0,1.0,29.0,730,28.0,29.0,730.0,730.0,28.8,730.0,,21,21,36,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4230,4230,79.0,135.0,,42.35214,-71.08086,5.0,1.0,2.0,1.0,28.0,730,28.0,28.0,730.0,730.0,28.0,730.0,,21,21,36,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4231,4231,5.0,12.0,,42.29456371574971,-71.0540361473125,2.8,2.0,1.3,1.5,1.0,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,,20,49,79,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
4232,4232,1.0,1.0,,42.293378,-71.0587616,4.0,1.0,2.0,3.0,29.0,365,29.0,29.0,365.0,365.0,29.0,365.0,,10,40,70,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4233,4233,92.0,99.0,,42.31204415712194,-71.0871221818854,1.0,1.0,1.0,1.0,1.0,365,1.0,1.0,365.0,365.0,1.0,365.0,,30,60,90,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
4234,4234,22.0,25.0,,42.35199,-71.08114,5.0,1.0,2.0,1.0,29.0,730,3.0,28.0,730.0,730.0,26.0,730.0,,21,21,36,6.0,6.0,0.3,5.0,5.0,4.9,5.0,5.0,5.0
4235,4235,102.0,161.0,,42.36006,-71.05714,6.0,1.0,2.0,1.0,28.0,730,28.0,28.0,730.0,730.0,28.0,730.0,,13,13,22,0.0,0.0,0.0,4.8,4.8,4.9,4.9,4.8,4.7
